PolicyNo,ClaimNo,Insured Country,Insured Name,Broker,Risk Country,Underwriter,Brokerage,Exposure,Gross Premium,Outstanding,Paid,Rate Change,Unique Market Reference,Underwriting Year,Inception Date,Expiry Date,OurShare,Distribution Channel,Class,Division,New Renewal
PL104641,CLM504641,India,Grant Miller,Willis,India,Lauren Weber,0.08108,1271792.1,163222.52,281621.08,222870.42,0.2833,UMR_qfuBu,2000,2009-01-29 00:00:00,2024-05-15 00:00:00,0.3553,Delegated Authority,Energy,Energy and Construction,Renewal
PL104642,CLM504642,Germany,Mr. David Wallace,Marsh,USA,Lauren Weber,0.10096,1217227.93,530177.95,920621.52,750817.1,-0.2747,UMR_acqKT,2012,2011-12-11 00:00:00,2025-08-21 00:00:00,0.3386,Delegated Authority,Marine,Specialty,New
PL104643,CLM504643,UK,Brandy Jenkins,Marsh,Germany,Lauren Weber,0.09726,173149.76,603993.15,565034.75,707339.77,-0.2321,UMR_IzyqX,2019,2002-01-31 00:00:00,2023-06-24 00:00:00,0.2393,Open Market,Marine,Specialty,Renewal
PL104644,CLM504644,India,Jamie Bond,Aon,India,Daniel Powell,0.03621,923390.95,173590.54,580296.83,469222.67,0.3509,UMR_GOCKx,1996,2004-01-22 00:00:00,2024-03-26 00:00:00,0.4767,Open Market,Marine,Energy and Construction,Renewal
PL104645,CLM504645,UK,Emily Silva,Aon,France,Daniel Powell,0.03299,1660012.25,340092.74,824289.39,413517.05,-0.0988,UMR_qmdyb,1988,2001-12-29 00:00:00,2023-02-04 00:00:00,0.5378,Open Market,Marine,Specialty,Renewal
PL104646,CLM504646,India,Gregory Murphy,Aon,France,Lauren Weber,0.07292,1321657.97,967919.58,442736.3,740162.5,0.2395,UMR_xMyoj,1992,2020-05-10 00:00:00,2024-05-20 00:00:00,0.3626,Broker,Construction,Energy and Construction,New
PL104647,CLM504647,India,Ronnie Brown,Willis,India,Daniel Powell,0.07488,515428.28,1061421.95,823752.98,113025.11,0.3101,UMR_shATQ,2015,2021-07-21 00:00:00,2024-02-06 00:00:00,0.6013,Broker,Energy,Energy and Construction,Renewal
PL104648,CLM504648,USA,Logan Mann,Willis,USA,Daniel Powell,0.08094,954738.59,493782.62,702751.23,968943.57,0.1708,UMR_rsjNz,1993,2005-09-10 00:00:00,2024-02-20 00:00:00,0.9058,Open Market,Construction,Specialty,New
PL104649,CLM504649,Germany,Katie Lewis,Aon,Germany,Daniel Powell,0.04179,1094401.66,1426676.27,614746.71,308365.57,-0.2106,UMR_AThCg,2020,2021-02-28 00:00:00,2024-08-22 00:00:00,0.592,Delegated Authority,Construction,Energy and Construction,Renewal
PL104650,CLM504650,India,Christine Simon,Aon,France,Lauren Weber,0.1102,1941311.72,352353.08,269153.97,38900.68,0.2746,UMR_yaLpi,2017,2016-12-16 00:00:00,2024-11-29 00:00:00,0.7638,Delegated Authority,Energy,Specialty,New
PL104651,CLM504651,UK,Sara Woods,Willis,India,Lauren Weber,0.0983,1764547.27,650964.64,580092.99,817963.29,0.4591,UMR_dqmhM,2008,2000-01-20 00:00:00,2025-12-01 00:00:00,0.1943,Delegated Authority,Marine,Specialty,Renewal
PL104652,CLM504652,Germany,Mark Doyle,Marsh,USA,Lauren Weber,0.028,517515.92,395390.73,569701.77,598823.06,-0.4604,UMR_flslv,2001,2010-09-25 00:00:00,2023-01-29 00:00:00,0.9853,Open Market,Construction,Energy and Construction,Renewal
PL104653,CLM504653,India,Susan Harris,Aon,USA,Lauren Weber,0.02649,176741.39,131312.12,583208.87,250280.12,-0.4843,UMR_AqcRz,1998,2004-11-09 00:00:00,2023-01-28 00:00:00,0.6301,Broker,Marine,Energy and Construction,New
PL104654,CLM504654,India,Billy Ayala,Willis,India,Lauren Weber,0.02292,1672890.59,222198.11,390489.26,903704.66,0.3045,UMR_zpYwC,2012,2009-07-30 00:00:00,2024-03-07 00:00:00,0.6554,Broker,Marine,Specialty,New
PL104655,CLM504655,UK,Jennifer Carter,Gallagher,USA,Daniel Powell,0.11494,828120.76,1113291.01,500313.94,873561,0.3998,UMR_IbGui,2011,2000-07-26 00:00:00,2023-04-11 00:00:00,0.5861,Open Market,Energy,Energy and Construction,Renewal
PL104656,CLM504656,Germany,Erica Hale,Willis,Germany,Daniel Powell,0.02056,193510.77,1112189.72,414110.32,835480.23,0.3782,UMR_tpHjk,2005,2005-04-01 00:00:00,2025-01-28 00:00:00,0.9278,Open Market,Marine,Specialty,Renewal
PL104657,CLM504657,Germany,Steven White,Aon,Germany,Daniel Powell,0.02876,184284.29,858873.29,775009.05,411124.01,0.1393,UMR_UyTDM,2017,2017-02-22 00:00:00,2023-03-14 00:00:00,0.4024,Delegated Authority,Construction,Specialty,New
PL104658,CLM504658,UK,Brandi Sims,Willis,India,Daniel Powell,0.08579,1973798.16,866857.72,346974.31,552378.98,-0.2398,UMR_siTRh,1990,2018-09-21 00:00:00,2024-01-26 00:00:00,0.3978,Delegated Authority,Energy,Specialty,Renewal
PL104659,CLM504659,UK,Rodney Kennedy,Marsh,Germany,Lauren Weber,0.05049,534984.2,1173761.79,992377.31,217720.05,0.4307,UMR_rwkRU,1995,2021-06-10 00:00:00,2023-10-27 00:00:00,0.7539,Broker,Construction,Specialty,Renewal
PL104660,CLM504660,Germany,Connie Johnson,Aon,USA,Lauren Weber,0.11136,1874494.47,1015980.71,738702.71,286477.07,-0.1257,UMR_xdJmE,2016,2011-05-09 00:00:00,2024-05-05 00:00:00,0.6543,Delegated Authority,Energy,Specialty,Renewal
PL104661,CLM504661,USA,Danielle Fisher,Aon,France,Lauren Weber,0.0881,551478.47,398794.99,165626.47,548288.27,-0.414,UMR_GbDfo,2000,2008-08-23 00:00:00,2024-06-30 00:00:00,0.5183,Broker,Energy,Energy and Construction,New
PL104662,CLM504662,India,Elizabeth Collins,Willis,Germany,Lauren Weber,0.03149,1962278.03,1357171.75,488439.7,162473.76,0.4888,UMR_BFecF,1992,2007-01-19 00:00:00,2023-10-13 00:00:00,0.7661,Delegated Authority,Marine,Energy and Construction,Renewal
PL104663,CLM504663,USA,Kathryn Hendrix,Aon,France,Lauren Weber,0.0298,1219394.03,881933.45,620702.25,982761.85,-0.4543,UMR_UnbVv,2005,2011-09-08 00:00:00,2024-05-22 00:00:00,0.621,Open Market,Marine,Specialty,New
PL104664,CLM504664,USA,Jesse Moore,Aon,France,Lauren Weber,0.06034,1992011.05,1062935.56,318103.8,613510.4,0.3411,UMR_hddni,2006,2018-03-28 00:00:00,2025-09-30 00:00:00,0.6047,Broker,Construction,Specialty,New
PL104665,CLM504665,Germany,Debra Osborne,Willis,Germany,Lauren Weber,0.01359,1944283.99,381420.53,276111.13,693660.03,-0.0957,UMR_iLduq,2003,2004-01-10 00:00:00,2023-10-22 00:00:00,0.7625,Open Market,Energy,Specialty,Renewal
PL104666,CLM504666,USA,Casey Rivera,Gallagher,France,Daniel Powell,0.01778,107807.5,750858.57,151141.12,986263.84,-0.3849,UMR_eWHrI,2016,2011-04-03 00:00:00,2023-06-29 00:00:00,0.7448,Delegated Authority,Construction,Specialty,New
PL104667,CLM504667,USA,Joseph Allen,Gallagher,France,Lauren Weber,0.05644,926996.83,539421.42,834303.86,131273.26,0.4812,UMR_eOynv,2000,2008-10-13 00:00:00,2023-06-15 00:00:00,0.177,Delegated Authority,Energy,Specialty,New
PL104668,CLM504668,Germany,Mrs. Theresa Contreras DDS,Willis,France,Lauren Weber,0.11571,279229.89,634765.75,853342.68,440107.83,0.4954,UMR_EshMB,1990,2020-11-07 00:00:00,2024-11-23 00:00:00,0.5104,Open Market,Construction,Energy and Construction,Renewal
PL104669,CLM504669,USA,Katherine Ross,Gallagher,USA,Lauren Weber,0.0833,273258.02,571556.65,428052.33,975593.33,0.3969,UMR_KCTNG,1993,2006-08-07 00:00:00,2024-07-06 00:00:00,0.4886,Delegated Authority,Marine,Specialty,New
PL104670,CLM504670,USA,Kenneth Hardy,Willis,France,Lauren Weber,0.09906,456564.85,800000.68,746413.64,635601.21,0.0967,UMR_tQtDV,1987,2021-12-06 00:00:00,2023-07-25 00:00:00,0.4335,Delegated Authority,Marine,Specialty,Renewal
PL104671,CLM504671,India,Samantha Jones,Marsh,France,Lauren Weber,0.02713,1075117.23,195912.16,915133,645342.67,-0.0968,UMR_jAhNs,2024,2007-07-20 00:00:00,2023-02-19 00:00:00,0.927,Broker,Energy,Energy and Construction,New
PL104672,CLM504672,India,Mary Bradley,Willis,France,Lauren Weber,0.03098,743833.52,993460.83,907357.38,958070.87,-0.2944,UMR_YixAG,2014,2008-04-21 00:00:00,2024-10-10 00:00:00,0.8042,Delegated Authority,Energy,Energy and Construction,Renewal
PL104673,CLM504673,Germany,Norman Davidson MD,Gallagher,USA,Lauren Weber,0.11598,1216444.06,473611.36,550030.47,779892.39,0.0303,UMR_CWqKP,2000,2004-03-01 00:00:00,2023-03-17 00:00:00,0.8476,Delegated Authority,Construction,Specialty,New
PL104674,CLM504674,Germany,Jose Jackson,Gallagher,India,Lauren Weber,0.07227,1709235.84,307229.19,886307.79,373444.7,0.3537,UMR_yTKNP,2008,2006-05-08 00:00:00,2023-04-04 00:00:00,0.1134,Open Market,Construction,Energy and Construction,Renewal
PL104675,CLM504675,Germany,Daniel Hudson,Gallagher,France,Lauren Weber,0.07087,1563468.28,923981.84,309111.55,696730.84,-0.0703,UMR_MebtT,2022,2008-04-09 00:00:00,2024-07-10 00:00:00,0.702,Open Market,Energy,Specialty,New
PL104676,CLM504676,USA,Debra Fuller,Gallagher,Germany,Lauren Weber,0.10627,952423.16,302469.96,213805.68,989582.35,0.2133,UMR_zcBBG,2007,2011-12-09 00:00:00,2024-11-17 00:00:00,0.354,Broker,Energy,Specialty,Renewal
PL104677,CLM504677,UK,Bridget Nguyen,Willis,USA,Daniel Powell,0.08908,1788066.83,1309338.52,985091.5,833869.07,-0.0489,UMR_GXwco,2018,2019-09-27 00:00:00,2023-11-27 00:00:00,0.6163,Open Market,Construction,Specialty,Renewal
PL104678,CLM504678,UK,Brent Mcintosh,Gallagher,Germany,Lauren Weber,0.05422,1598479.23,239189.51,652773.7,372802.44,0.2197,UMR_PSZwt,2011,2003-06-29 00:00:00,2024-03-23 00:00:00,0.8441,Open Market,Marine,Specialty,Renewal
PL104679,CLM504679,Germany,David Cisneros,Marsh,Germany,Lauren Weber,0.11257,695464.12,360788.37,229125.29,926345.92,0.3615,UMR_LsRwl,2020,2006-01-26 00:00:00,2025-06-25 00:00:00,0.1321,Broker,Energy,Energy and Construction,New
PL104680,CLM504680,Germany,Andrea Bass,Marsh,USA,Daniel Powell,0.02748,1445892.76,1245594.71,680244.81,71653.26,-0.4088,UMR_JHllx,2009,2021-03-02 00:00:00,2023-06-02 00:00:00,0.1913,Broker,Construction,Specialty,Renewal
PL104681,CLM504681,India,Haley Hunt,Marsh,USA,Daniel Powell,0.05523,1986787.31,199314.13,191556.37,481802.35,-0.1211,UMR_TUQNu,1998,2005-08-10 00:00:00,2024-03-12 00:00:00,0.7259,Broker,Marine,Energy and Construction,New
PL104682,CLM504682,India,Sabrina Lewis,Marsh,India,Lauren Weber,0.01187,1164514.8,127877.51,486515.92,857102.64,-0.4084,UMR_iXLnW,1989,2006-07-11 00:00:00,2024-10-29 00:00:00,0.8106,Broker,Construction,Energy and Construction,Renewal
PL104683,CLM504683,USA,Nicole Underwood,Marsh,Germany,Lauren Weber,0.04089,797374.38,475765.99,314722.56,172099.79,-0.4687,UMR_WVZTk,2017,2019-04-30 00:00:00,2025-11-19 00:00:00,0.5705,Delegated Authority,Construction,Specialty,New
PL104684,CLM504684,India,Anthony Wilson,Marsh,India,Lauren Weber,0.03749,264376.39,299156.55,247654.41,104218.9,-0.4004,UMR_CFtpV,1989,2000-07-29 00:00:00,2025-08-10 00:00:00,0.415,Broker,Marine,Specialty,New
PL104685,CLM504685,USA,Kristen Rodriguez,Aon,USA,Lauren Weber,0.07013,656301.66,370203.89,652600.24,621023.93,0.3908,UMR_LJQpB,2017,2006-12-20 00:00:00,2023-03-03 00:00:00,0.1748,Delegated Authority,Marine,Specialty,Renewal
PL104686,CLM504686,UK,Jordan Perez,Marsh,France,Daniel Powell,0.02028,1539345.86,520195.29,525776.77,317070.08,-0.182,UMR_eTrwH,2000,2010-09-13 00:00:00,2024-02-05 00:00:00,0.9329,Delegated Authority,Energy,Specialty,New
PL104687,CLM504687,Germany,Donna Morris,Marsh,Germany,Lauren Weber,0.08899,234857.75,1224144.22,65193.51,315142.53,-0.3309,UMR_KxzRY,2011,2018-06-27 00:00:00,2025-02-12 00:00:00,0.6243,Delegated Authority,Marine,Energy and Construction,New
PL104688,CLM504688,India,Nicholas Brown,Gallagher,India,Lauren Weber,0.02821,808157.39,868996.47,223595.62,227521.64,0.0728,UMR_dddVy,1990,2004-03-15 00:00:00,2023-06-23 00:00:00,0.3634,Delegated Authority,Marine,Energy and Construction,New
PL104689,CLM504689,UK,Krystal Mercer,Willis,India,Lauren Weber,0.01634,1834158.65,1002732.73,206615.53,893739.07,-0.1046,UMR_cQZgu,1995,2012-05-02 00:00:00,2023-12-06 00:00:00,0.9875,Delegated Authority,Marine,Energy and Construction,Renewal
PL104690,CLM504690,UK,Christopher Stevens,Gallagher,Germany,Daniel Powell,0.09436,1051378.27,531165.48,640773.13,223007.5,-0.337,UMR_PDqXE,2007,2011-03-04 00:00:00,2024-12-22 00:00:00,0.1112,Open Market,Energy,Specialty,New
PL104691,CLM504691,UK,Jeanette Myers,Aon,France,Lauren Weber,0.04517,169790.62,1325014.2,663804.06,640616.41,0.2926,UMR_IoNyu,2007,2018-07-12 00:00:00,2025-10-14 00:00:00,0.5226,Delegated Authority,Construction,Energy and Construction,New
PL104692,CLM504692,USA,Christine Fernandez,Marsh,Germany,Daniel Powell,0.04713,116016.47,685255.38,300916.71,374752.52,0.3401,UMR_sOiQZ,2019,2005-07-15 00:00:00,2024-10-04 00:00:00,0.5918,Delegated Authority,Energy,Specialty,Renewal
PL104693,CLM504693,Germany,Jenna Boyd,Marsh,USA,Daniel Powell,0.11737,1196698.4,1326334.68,926291.67,38398.13,0.362,UMR_XNHOj,2006,2005-11-04 00:00:00,2023-09-13 00:00:00,0.5679,Delegated Authority,Energy,Energy and Construction,New
PL104694,CLM504694,India,Nicholas Nash,Aon,France,Lauren Weber,0.11262,280699.66,522259.39,44507.27,935499.5,-0.3634,UMR_YpXPM,1987,2017-09-21 00:00:00,2023-04-19 00:00:00,0.9195,Delegated Authority,Construction,Energy and Construction,New
PL104695,CLM504695,Germany,Jill Morton,Gallagher,USA,Daniel Powell,0.11951,586891.94,183516.11,896327.05,329485.28,-0.4259,UMR_Bzkhi,2006,2010-01-29 00:00:00,2025-11-09 00:00:00,0.2318,Broker,Marine,Energy and Construction,New
PL104696,CLM504696,Germany,Kyle Davis,Marsh,India,Daniel Powell,0.0576,1625176.12,966214.99,884060.18,231807.6,-0.2994,UMR_jQeDg,2003,2001-09-23 00:00:00,2025-04-04 00:00:00,0.9579,Delegated Authority,Construction,Energy and Construction,New
PL104697,CLM504697,USA,Regina Moore,Aon,Germany,Daniel Powell,0.06153,519808.61,182462.33,348463.85,138676.94,-0.4355,UMR_zVPPx,2014,2007-12-10 00:00:00,2023-02-07 00:00:00,0.2778,Delegated Authority,Energy,Energy and Construction,New
PL104698,CLM504698,UK,Karina Bennett,Willis,Germany,Daniel Powell,0.11126,1684811.65,1310716.36,584352.71,961417.19,0.1747,UMR_QcJDa,1996,2018-01-18 00:00:00,2025-07-24 00:00:00,0.1161,Open Market,Marine,Specialty,New
PL104699,CLM504699,UK,Laurie Stewart,Willis,France,Daniel Powell,0.04595,266341.4,817396.09,366381.29,41461.39,-0.2977,UMR_ZTLmm,1990,2008-03-04 00:00:00,2024-08-14 00:00:00,0.7536,Delegated Authority,Marine,Energy and Construction,New
PL104700,CLM504700,Germany,Stephen Russo,Marsh,India,Lauren Weber,0.08298,1399848.69,165886.36,801970.39,55166.61,0.1206,UMR_NcIVw,2020,2000-10-19 00:00:00,2024-02-13 00:00:00,0.5946,Broker,Marine,Energy and Construction,Renewal
PL104701,CLM504701,UK,James Beltran,Willis,India,Lauren Weber,0.10625,1964712.29,389535.1,794549.4,71870.52,-0.3912,UMR_caDQJ,2011,2001-03-28 00:00:00,2025-06-16 00:00:00,0.4132,Broker,Construction,Energy and Construction,New
PL104702,CLM504702,India,Scott Hoffman,Willis,France,Lauren Weber,0.10365,1122332.03,113224.31,46069.46,912549.55,0.0238,UMR_unmtM,1997,2016-06-26 00:00:00,2025-08-03 00:00:00,0.3079,Delegated Authority,Construction,Specialty,Renewal
PL104703,CLM504703,India,Thomas Barnes,Willis,India,Lauren Weber,0.06185,486593.06,816419.71,70309.92,680183.03,-0.395,UMR_AOmCH,1999,2021-04-26 00:00:00,2024-02-19 00:00:00,0.2373,Broker,Construction,Specialty,New
PL104704,CLM504704,USA,Jason Gonzalez,Marsh,Germany,Lauren Weber,0.11939,631182.4,1311165.72,30734.71,879548.66,0.153,UMR_WNPru,1996,2001-02-11 00:00:00,2025-01-22 00:00:00,0.1326,Open Market,Construction,Energy and Construction,New
PL104705,CLM504705,India,Colleen Key,Gallagher,USA,Daniel Powell,0.03923,443423.7,1174802.34,348705.64,613422.06,-0.3448,UMR_zNFEY,1999,2015-03-27 00:00:00,2025-09-04 00:00:00,0.2889,Open Market,Construction,Energy and Construction,Renewal
PL104706,CLM504706,UK,Jeffery Williams,Gallagher,USA,Daniel Powell,0.1099,1321820.37,277572.18,521980.48,251882.15,-0.1777,UMR_qsPEd,2013,2017-07-01 00:00:00,2024-07-13 00:00:00,0.9477,Delegated Authority,Marine,Energy and Construction,New
PL104707,CLM504707,UK,Zachary Sloan,Marsh,France,Daniel Powell,0.11911,1908392.42,316094.53,820607.39,213547.8,-0.0683,UMR_YPzbh,1998,2017-11-19 00:00:00,2024-12-12 00:00:00,0.1635,Open Market,Marine,Specialty,New
PL104708,CLM504708,Germany,Teresa Ray,Aon,India,Lauren Weber,0.07439,290273.57,883150.96,250728.88,662666.16,-0.2631,UMR_cfHAZ,2011,2012-10-09 00:00:00,2023-08-24 00:00:00,0.6462,Delegated Authority,Construction,Specialty,Renewal
PL104709,CLM504709,USA,Madison Lopez,Gallagher,India,Daniel Powell,0.03036,1108099.58,634586.98,787464.01,511208.92,0.3511,UMR_VXklh,2008,2013-08-16 00:00:00,2023-03-22 00:00:00,0.9163,Open Market,Marine,Specialty,New
PL104710,CLM504710,Germany,Jennifer Flores,Willis,USA,Daniel Powell,0.03006,1856090.65,1063343.33,184797.11,30292.92,0.416,UMR_WqylZ,1990,2000-12-11 00:00:00,2024-12-11 00:00:00,0.8045,Open Market,Marine,Specialty,New
PL104711,CLM504711,Germany,Anna Wise,Marsh,France,Lauren Weber,0.11758,1013686.92,133998.92,356236.03,320149.8,-0.2467,UMR_gNVWC,2016,2018-06-18 00:00:00,2025-09-10 00:00:00,0.4358,Open Market,Energy,Specialty,New
PL104712,CLM504712,UK,Cynthia Barnett,Gallagher,Germany,Lauren Weber,0.1185,1399427.47,336191.4,669072.51,980126.14,0.3054,UMR_pDpvD,2021,2019-07-20 00:00:00,2025-09-22 00:00:00,0.1776,Delegated Authority,Energy,Specialty,Renewal
PL104713,CLM504713,India,Luke Brown,Willis,France,Daniel Powell,0.07087,1505586.83,367458.33,965152.64,838819.19,0.1348,UMR_fsRhQ,2015,2011-10-10 00:00:00,2023-11-26 00:00:00,0.308,Delegated Authority,Construction,Specialty,Renewal
PL104714,CLM504714,UK,Nicole Miller,Marsh,France,Daniel Powell,0.09294,1674736.69,341874.61,532826.56,982718.27,0.35,UMR_aSdxF,1993,2019-01-16 00:00:00,2025-03-24 00:00:00,0.4477,Broker,Construction,Specialty,Renewal
PL104715,CLM504715,India,Jacqueline Palmer,Marsh,USA,Daniel Powell,0.01936,706786.02,105712.75,834648.63,125559.15,0.2146,UMR_cDRyY,2021,2008-11-19 00:00:00,2023-01-04 00:00:00,0.7079,Open Market,Construction,Energy and Construction,New
PL104716,CLM504716,India,Tanya Nelson,Aon,France,Daniel Powell,0.07927,191345.14,767552.05,166135.47,264044.65,-0.2635,UMR_TjPHy,2017,2002-02-01 00:00:00,2025-05-25 00:00:00,0.2837,Open Market,Construction,Specialty,New
PL104717,CLM504717,USA,Anthony Powell,Aon,France,Daniel Powell,0.04523,114899.87,530693.16,353322.02,901344.36,0.276,UMR_vXvfU,1985,2012-09-26 00:00:00,2025-04-05 00:00:00,0.134,Open Market,Energy,Specialty,Renewal
PL104718,CLM504718,Germany,Holly Mueller,Marsh,USA,Lauren Weber,0.07813,1894175.2,1304732.57,358877.22,562928.7,-0.3771,UMR_qiQpM,1987,2003-09-23 00:00:00,2025-03-25 00:00:00,0.6692,Delegated Authority,Construction,Energy and Construction,Renewal
PL104719,CLM504719,UK,Rodney Dickson,Aon,USA,Daniel Powell,0.03322,314480.69,85966.73,637812.02,741904.6,0.1061,UMR_Mibjb,2021,2011-06-12 00:00:00,2024-04-13 00:00:00,0.4461,Open Market,Construction,Energy and Construction,Renewal
PL104720,CLM504720,UK,Tony Graham,Marsh,Germany,Daniel Powell,0.02139,772867.56,81195.71,69012.47,366433.34,-0.0983,UMR_EfIIb,2004,2006-03-04 00:00:00,2025-02-03 00:00:00,0.9804,Delegated Authority,Construction,Energy and Construction,Renewal
PL104721,CLM504721,USA,Melissa Long,Aon,India,Daniel Powell,0.10281,251502.98,176008.37,879745.32,376421.63,0.1925,UMR_mAQex,2012,2015-04-26 00:00:00,2025-04-15 00:00:00,0.6224,Broker,Energy,Energy and Construction,Renewal
PL104722,CLM504722,USA,Kenneth Garcia,Gallagher,Germany,Daniel Powell,0.0332,1463148.05,1217518.29,859291.56,645726.58,-0.3306,UMR_gmMHS,2022,2005-12-07 00:00:00,2025-06-03 00:00:00,0.4271,Open Market,Marine,Specialty,New
PL104723,CLM504723,Germany,Susan Barry,Willis,Germany,Lauren Weber,0.11991,147453.99,1024499.64,648112.58,467837.12,0.2874,UMR_SkQYX,2003,2012-08-11 00:00:00,2025-10-24 00:00:00,0.709,Delegated Authority,Marine,Specialty,Renewal
PL104724,CLM504724,India,Charles Jones,Marsh,Germany,Daniel Powell,0.10049,202592.1,929906.67,202475.02,969138.16,-0.4454,UMR_IDUfQ,2002,2012-06-21 00:00:00,2023-05-03 00:00:00,0.8423,Delegated Authority,Construction,Energy and Construction,Renewal
PL104725,CLM504725,UK,Roy Williams,Marsh,Germany,Daniel Powell,0.02637,1343118.24,1454418.52,955404.31,131694.41,-0.3715,UMR_QIbDH,2013,2000-01-11 00:00:00,2024-06-08 00:00:00,0.3366,Delegated Authority,Marine,Specialty,New
PL104726,CLM504726,UK,Dana Guerrero,Willis,France,Lauren Weber,0.11701,378442.44,1098664.43,858519.05,661160.63,0.1984,UMR_XGOya,2000,2014-02-28 00:00:00,2025-10-15 00:00:00,0.7783,Open Market,Construction,Specialty,New
PL104727,CLM504727,Germany,Ryan Green,Aon,France,Daniel Powell,0.08607,868854.55,617647.04,836397.96,536310.74,0.0873,UMR_LZsbG,2003,2007-05-03 00:00:00,2023-12-26 00:00:00,0.8827,Delegated Authority,Construction,Specialty,New
PL104728,CLM504728,UK,Anthony Vega,Willis,Germany,Daniel Powell,0.05952,1387682.96,847330.21,639847.04,245280.55,0.4905,UMR_pwKXj,1999,2006-02-21 00:00:00,2023-05-31 00:00:00,0.7097,Open Market,Energy,Energy and Construction,Renewal
PL104729,CLM504729,Germany,Caleb Hunter,Willis,USA,Lauren Weber,0.04058,973051.05,553374.52,410830.13,950437.23,0.2173,UMR_oVibj,1998,2014-01-20 00:00:00,2025-04-22 00:00:00,0.1715,Open Market,Marine,Energy and Construction,Renewal
PL104730,CLM504730,USA,Colton Johns,Gallagher,Germany,Lauren Weber,0.0886,1002607.09,1465011.73,255697.25,501708.47,0.0012,UMR_fcAYw,2021,2011-01-01 00:00:00,2025-12-18 00:00:00,0.2544,Broker,Construction,Specialty,New
PL104731,CLM504731,USA,Mark Hinton,Aon,France,Lauren Weber,0.05622,792962.16,1181811.99,335377.69,972693.35,0.3324,UMR_JSAPp,2012,2011-08-14 00:00:00,2023-01-02 00:00:00,0.6819,Delegated Authority,Energy,Specialty,New
PL104732,CLM504732,India,Grace Johnson,Aon,Germany,Lauren Weber,0.11369,1260421.73,910895.93,721209.45,894135.86,-0.259,UMR_FCoyo,1992,2002-03-13 00:00:00,2024-07-26 00:00:00,0.2678,Open Market,Construction,Specialty,Renewal
PL104733,CLM504733,Germany,Renee Stanley,Marsh,USA,Lauren Weber,0.11593,1848102.66,601628.08,553225.69,748340.92,-0.0945,UMR_zYHRU,1985,2009-10-29 00:00:00,2023-12-28 00:00:00,0.5551,Delegated Authority,Construction,Specialty,New
PL104734,CLM504734,Germany,Ann Griffith,Aon,USA,Lauren Weber,0.0833,322106.72,1056556.68,48430.13,76345.2,0.1453,UMR_qXBqH,1995,2017-04-08 00:00:00,2023-06-24 00:00:00,0.8757,Open Market,Marine,Specialty,Renewal
